symbol,company_name,exchange,sector,type,yahoo_symbol,isin
HUBTOWN,Hubtown Limited,NSE,Equity,STOCK,HUBTOWN.NS,INE703H01016
HUDCO,Housing & Urban Development Corporation Limited,NSE,Equity,STOCK,HUDCO.NS,INE031A01017
HUHTAMAKI,Huhtamaki India Limited,NSE,Equity,STOCK,HUHTAMAKI.NS,INE275B01026
HYBRIDFIN,Hybrid Financial Services Limited,NSE,Equity,STOCK,HYBRIDFIN.NS,INE965B01022
HYUNDAI,Hyundai Motor India Limited,NSE,Equity,STOCK,HYUNDAI.NS,INE0V6F01027
IBULLSLTD,Indiabulls Limited,NSE,Equity,STOCK,IBULLSLTD.NS,INE126M01010
ICEMAKE,Ice Make Refrigeration Limited,NSE,Equity,STOCK,ICEMAKE.NS,INE520Y01019
ICICIAMC,ICICI Prudential Asset Management Company Limited,NSE,Equity,STOCK,ICICIAMC.NS,INE346A01027
ICICIBANK,ICICI Bank Limited,NSE,Equity,STOCK,ICICIBANK.NS,INE090A01021
ICICIGI,ICICI Lombard General Insurance Company Limited,NSE,Equity,STOCK,ICICIGI.NS,INE765G01017
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,NSE,Equity,STOCK,ICICIPRULI.NS,INE726G01019
ICIL,Indo Count Industries Limited,NSE,Equity,STOCK,ICIL.NS,INE483B01026
ICRA,ICRA Limited,NSE,Equity,STOCK,ICRA.NS,INE725G01011
IDBI,IDBI Bank Limited,NSE,Equity,STOCK,IDBI.NS,INE008A01015
IDEA,Vodafone Idea Limited,NSE,Equity,STOCK,IDEA.NS,INE669E01016
IDEAFORGE,Ideaforge Technology Limited,NSE,Equity,STOCK,IDEAFORGE.NS,INE349Y01013
IDFCFIRSTB,IDFC First Bank Limited,NSE,Equity,STOCK,IDFCFIRSTB.NS,INE092T01019
IEX,Indian Energy Exchange Limited,NSE,Equity,STOCK,IEX.NS,INE022Q01020
IFBAGRO,IFB Agro Industries Limited,NSE,Equity,STOCK,IFBAGRO.NS,INE076C01018
IFBIND,IFB Industries Limited,NSE,Equity,STOCK,IFBIND.NS,INE559A01017
IFCI,IFCI Limited,NSE,Equity,STOCK,IFCI.NS,INE039A01010
IFGLEXPOR,IFGL Refractories Limited,NSE,Equity,STOCK,IFGLEXPOR.NS,INE133Y01011
IGARASHI,Igarashi Motors India Limited,NSE,Equity,STOCK,IGARASHI.NS,INE188B01013
IGCL,Indogulf Cropsciences Limited,NSE,Equity,STOCK,IGCL.NS,INE05J901018
IGIL,International Gemological Institute Limited,NSE,Equity,STOCK,IGIL.NS,INE0Q9301021
IGL,Indraprastha Gas Limited,NSE,Equity,STOCK,IGL.NS,INE203G01027
IGPL,IG Petrochemicals Limited,NSE,Equity,STOCK,IGPL.NS,INE204A01010
IIFL,IIFL Finance Limited,NSE,Equity,STOCK,IIFL.NS,INE530B01024
IIFLCAPS,IIFL Capital Services Limited,NSE,Equity,STOCK,IIFLCAPS.NS,INE489L01022
IITL,Industrial Investment Trust Limited,NSE,Equity,STOCK,IITL.NS,INE886A01014
IKIO,IKIO Technologies Limited,NSE,Equity,STOCK,IKIO.NS,INE0LOJ01019
IKS,Inventurus Knowledge Solutions Limited,NSE,Equity,STOCK,IKS.NS,INE115Q01022
IMAGICAA,Imagicaaworld Entertainment Limited,NSE,Equity,STOCK,IMAGICAA.NS,INE172N01012
IMFA,Indian Metals & Ferro Alloys Limited,NSE,Equity,STOCK,IMFA.NS,INE919H01018
IMPAL,India Motor Parts and Accessories Limited,NSE,Equity,STOCK,IMPAL.NS,INE547E01014
INA,Insolation Energy Limited,NSE,Equity,STOCK,INA.NS,INE0LGX01024
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,NSE,Equity,STOCK,INCREDIBLE.NS,INE452L01012
INDBANK,Indbank Merchant Banking Services Limited,NSE,Equity,STOCK,INDBANK.NS,INE841B01017
INDGN,Indegene Limited,NSE,Equity,STOCK,INDGN.NS,INE065X01017
INDHOTEL,The Indian Hotels Company Limited,NSE,Equity,STOCK,INDHOTEL.NS,INE053A01029
INDIACEM,The India Cements Limited,NSE,Equity,STOCK,INDIACEM.NS,INE383A01012
INDIAGLYCO,India Glycols Limited,NSE,Equity,STOCK,INDIAGLYCO.NS,INE560A01023
INDIAMART,Indiamart Intermesh Limited,NSE,Equity,STOCK,INDIAMART.NS,INE933S01016
INDIANB,Indian Bank,NSE,Equity,STOCK,INDIANB.NS,INE562A01011
INDIANCARD,Indian Card Clothing Company Limited,NSE,Equity,STOCK,INDIANCARD.NS,INE061A01014
INDIANHUME,Indian Hume Pipe Company Limited,NSE,Equity,STOCK,INDIANHUME.NS,INE323C01030
INDIASHLTR,India Shelter Finance Corporation Limited,NSE,Equity,STOCK,INDIASHLTR.NS,INE922K01024
INDIGO,InterGlobe Aviation Limited,NSE,Equity,STOCK,INDIGO.NS,INE646L01027
INDIGOPNTS,Indigo Paints Limited,NSE,Equity,STOCK,INDIGOPNTS.NS,INE09VQ01012
INDIQUBE,Indiqube Spaces Limited,NSE,Equity,STOCK,INDIQUBE.NS,INE06ST01018
INDNIPPON,India Nippon Electricals Limited,NSE,Equity,STOCK,INDNIPPON.NS,INE092B01025
INDOAMIN,Indo Amines Limited,NSE,Equity,STOCK,INDOAMIN.NS,INE760F01028
INDOBORAX,Indo Borax & Chemicals Limited,NSE,Equity,STOCK,INDOBORAX.NS,INE803D01021
INDOCO,Indoco Remedies Limited,NSE,Equity,STOCK,INDOCO.NS,INE873D01024
INDOFARM,Indo Farm Equipment Limited,NSE,Equity,STOCK,INDOFARM.NS,INE622H01018
INDORAMA,Indo Rama Synthetics (India) Limited,NSE,Equity,STOCK,INDORAMA.NS,INE156A01020
INDOSTAR,IndoStar Capital Finance Limited,NSE,Equity,STOCK,INDOSTAR.NS,INE896L01010
INDOTECH,Indo Tech Transformers Limited,NSE,Equity,STOCK,INDOTECH.NS,INE332H01014
INDOTHAI,Indo Thai Securities Limited,NSE,Equity,STOCK,INDOTHAI.NS,INE337M01021
INDOUS,Indo Us Biotech Limited,NSE,Equity,STOCK,INDOUS.NS,INE250Z01010
INDPRUD,Industrial & Prudential Investment Company Limited,NSE,Equity,STOCK,INDPRUD.NS,INE620D01011
INDRAMEDCO,Indraprastha Medical Corporation Limited,NSE,Equity,STOCK,INDRAMEDCO.NS,INE681B01017
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,Equity,STOCK,INDSWFTLAB.NS,INE915B01019
INDTERRAIN,Indian Terrain Fashions Limited,NSE,Equity,STOCK,INDTERRAIN.NS,INE611L01021
INDUSINDBK,IndusInd Bank Limited,NSE,Equity,STOCK,INDUSINDBK.NS,INE095A01012
INDUSTOWER,Indus Towers Limited,NSE,Equity,STOCK,INDUSTOWER.NS,INE121J01017
INFOBEAN,InfoBeans Technologies Limited,NSE,Equity,STOCK,INFOBEAN.NS,INE344S01016
INFOMEDIA,Infomedia Press Limited,NSE,Equity,STOCK,INFOMEDIA.NS,INE669A01022
INFY,Infosys Limited,NSE,Equity,STOCK,INFY.NS,INE009A01021
INGERRAND,Ingersoll Rand (India) Limited,NSE,Equity,STOCK,INGERRAND.NS,INE177A01018
INNOVACAP,Innova Captab Limited,NSE,Equity,STOCK,INNOVACAP.NS,INE0DUT01020
INNOVANA,Innovana Thinklabs Limited,NSE,Equity,STOCK,INNOVANA.NS,INE403Y01018
INNOVISION,Innovision Limited,NSE,Equity,STOCK,INNOVISION.NS,INE0ADB01012
INOXGREEN,Inox Green Energy Services Limited,NSE,Equity,STOCK,INOXGREEN.NS,INE510W01014
INOXINDIA,INOX India Limited,NSE,Equity,STOCK,INOXINDIA.NS,INE616N01034
INOXWIND,Inox Wind Limited,NSE,Equity,STOCK,INOXWIND.NS,INE066P01011
INSECTICID,Insecticides (India) Limited,NSE,Equity,STOCK,INSECTICID.NS,INE070I01018
INTELLECT,Intellect Design Arena Limited,NSE,Equity,STOCK,INTELLECT.NS,INE306R01017
INTENTECH,Intense Technologies Limited,NSE,Equity,STOCK,INTENTECH.NS,INE781A01025
INTERARCH,Interarch Building Solutions Limited,NSE,Equity,STOCK,INTERARCH.NS,INE00M901018
INTLCONV,International Conveyors Limited,NSE,Equity,STOCK,INTLCONV.NS,INE575C01027
INVENTURE,Inventure Growth & Securities Limited,NSE,Equity,STOCK,INVENTURE.NS,INE878H01024
INVPRECQ,Investment & Precision Castings Limited,NSE,Equity,STOCK,INVPRECQ.NS,INE155E01016
IOB,Indian Overseas Bank,NSE,Equity,STOCK,IOB.NS,INE565A01014
IOC,Indian Oil Corporation Limited,NSE,Equity,STOCK,IOC.NS,INE242A01010
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,Equity,STOCK,IOLCP.NS,INE485C01029
IONEXCHANG,ION Exchange (India) Limited,NSE,Equity,STOCK,IONEXCHANG.NS,INE570A01022
IPCALAB,IPCA Laboratories Limited,NSE,Equity,STOCK,IPCALAB.NS,INE571A01038
IPL,India Pesticides Limited,NSE,Equity,STOCK,IPL.NS,INE0D6701023
IRB,IRB Infrastructure Developers Limited,NSE,Equity,STOCK,IRB.NS,INE821I01022
IRCON,Ircon International Limited,NSE,Equity,STOCK,IRCON.NS,INE962Y01021
IRCTC,Indian Railway Catering And Tourism Corporation Limited,NSE,Equity,STOCK,IRCTC.NS,INE335Y01020
IREDA,Indian Renewable Energy Development Agency Limited,NSE,Equity,STOCK,IREDA.NS,INE202E01016
IRFC,Indian Railway Finance Corporation Limited,NSE,Equity,STOCK,IRFC.NS,INE053F01010
IRIS,IRIS RegTech Solutions Limited,NSE,Equity,STOCK,IRIS.NS,INE864K01010
IRISDOREME,Iris Clothings Limited,NSE,Equity,STOCK,IRISDOREME.NS,INE01GN01025
IRMENERGY,IRM Energy Limited,NSE,Equity,STOCK,IRMENERGY.NS,INE07U701015
ISFT,Intrasoft Technologies Limited,NSE,Equity,STOCK,ISFT.NS,INE566K01011
ISGEC,Isgec Heavy Engineering Limited,NSE,Equity,STOCK,ISGEC.NS,INE858B01029
ISHANCH,Ishan Dyes and Chemicals Limited,NSE,Equity,STOCK,ISHANCH.NS,INE561M01018
ITC,ITC Limited,NSE,Equity,STOCK,ITC.NS,INE154A01025
ITCHOTELS,ITC Hotels Limited,NSE,Equity,STOCK,ITCHOTELS.NS,INE379A01028
ITDC,India Tourism Development Corporation Limited,NSE,Equity,STOCK,ITDC.NS,INE353K01014
ITI,ITI Limited,NSE,Equity,STOCK,ITI.NS,INE248A01017
IVALUE,Ivalue Infosolutions Limited,NSE,Equity,STOCK,IVALUE.NS,INE056801025
IVC,IL&FS Investment Managers Limited,NSE,Equity,STOCK,IVC.NS,INE050B01023
IVP,IVP Limited,NSE,Equity,STOCK,IVP.NS,INE043C01018
IWP,The Indian Wood Products Company Limited,NSE,Equity,STOCK,IWP.NS,INE586E01020
IXIGO,Le Travenues Technology Limited,NSE,Equity,STOCK,IXIGO.NS,INE0HV901016
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,Equity,STOCK,J&KBANK.NS,INE168A01041
JAGRAN,Jagran Prakashan Limited,NSE,Equity,STOCK,JAGRAN.NS,INE199G01027
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE,Equity,STOCK,JAGSNPHARM.NS,INE048B01035
JAIBALAJI,Jai Balaji Industries Limited,NSE,Equity,STOCK,JAIBALAJI.NS,INE091G01026
JAICORPLTD,Jai Corp Limited,NSE,Equity,STOCK,JAICORPLTD.NS,INE070D01027
JAINREC,Jain Resource Recycling Limited,NSE,Equity,STOCK,JAINREC.NS,INE0YD401026
JAIPURKURT,Nandani Creation Limited,NSE,Equity,STOCK,JAIPURKURT.NS,INE696V01013
JAMNAAUTO,Jamna Auto Industries Limited,NSE,Equity,STOCK,JAMNAAUTO.NS,INE039C01032
JARO,Jaro Institute of Technology Management and Research Limited,NSE,Equity,STOCK,JARO.NS,INE00YJ01010
JASH,Jash Engineering Limited,NSE,Equity,STOCK,JASH.NS,INE039O01029
JAYAGROGN,Jayant Agro Organics Limited,NSE,Equity,STOCK,JAYAGROGN.NS,INE785A01026
JAYBARMARU,Jay Bharat Maruti Limited,NSE,Equity,STOCK,JAYBARMARU.NS,INE571B01036
JAYKAY,Jaykay Enterprises Limited,NSE,Equity,STOCK,JAYKAY.NS,INE903A01025
JAYNECOIND,Jayaswal Neco Industries Limited,NSE,Equity,STOCK,JAYNECOIND.NS,INE854B01010
JAYSREETEA,Jayshree Tea & Industries Limited,NSE,Equity,STOCK,JAYSREETEA.NS,INE364A01020
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,NSE,Equity,STOCK,JBCHEPHARM.NS,INE572A01036
JBMA,JBM Auto Limited,NSE,Equity,STOCK,JBMA.NS,INE927D01051
JETFREIGHT,Jet Freight Logistics Limited,NSE,Equity,STOCK,JETFREIGHT.NS,INE982V01025
JGCHEM,J.G.Chemicals Limited,NSE,Equity,STOCK,JGCHEM.NS,INE0MB501011
JINDALPHOT,Jindal Photo Limited,NSE,Equity,STOCK,JINDALPHOT.NS,INE796G01012
JINDALPOLY,Jindal Poly Films Limited,NSE,Equity,STOCK,JINDALPOLY.NS,INE197D01010
JINDALSAW,Jindal Saw Limited,NSE,Equity,STOCK,JINDALSAW.NS,INE324A01032
JINDALSTEL,JINDAL STEEL LIMITED,NSE,Equity,STOCK,JINDALSTEL.NS,INE749A01030
JINDRILL,Jindal Drilling And Industries Limited,NSE,Equity,STOCK,JINDRILL.NS,INE742C01031
JINDWORLD,Jindal Worldwide Limited,NSE,Equity,STOCK,JINDWORLD.NS,INE247D01039
JIOFIN,Jio Financial Services Limited,NSE,Equity,STOCK,JIOFIN.NS,INE758E01017
JISLDVREQS,Jain Irrigation Systems Limited,NSE,Equity,STOCK,JISLDVREQS.NS,IN9175A01010
JISLJALEQS,Jain Irrigation Systems Limited,NSE,Equity,STOCK,JISLJALEQS.NS,INE175A01038
JKCEMENT,JK Cement Limited,NSE,Equity,STOCK,JKCEMENT.NS,INE823G01014
JKIL,J.Kumar Infraprojects Limited,NSE,Equity,STOCK,JKIL.NS,INE576I01022
JKLAKSHMI,JK Lakshmi Cement Limited,NSE,Equity,STOCK,JKLAKSHMI.NS,INE786A01032
JKPAPER,JK Paper Limited,NSE,Equity,STOCK,JKPAPER.NS,INE789E01012
JKTYRE,JK Tyre & Industries Limited,NSE,Equity,STOCK,JKTYRE.NS,INE573A01042
JLHL,Jupiter Life Line Hospitals Limited,NSE,Equity,STOCK,JLHL.NS,INE682M01012
JMA,Jullundur Motor Agency (Delhi) Limited,NSE,Equity,STOCK,JMA.NS,INE412C01023
JMFINANCIL,JM Financial Limited,NSE,Equity,STOCK,JMFINANCIL.NS,INE780C01023
JNKINDIA,JNK India Limited,NSE,Equity,STOCK,JNKINDIA.NS,INE0OAF01028
JOCIL,Jocil Limited,NSE,Equity,STOCK,JOCIL.NS,INE839G01010
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE,Equity,STOCK,JPOLYINVST.NS,INE147P01019
JPPOWER,Jaiprakash Power Ventures Limited,NSE,Equity,STOCK,JPPOWER.NS,INE351F01018
JSFB,Jana Small Finance Bank Limited,NSE,Equity,STOCK,JSFB.NS,INE953L01027
JSL,Jindal Stainless Limited,NSE,Equity,STOCK,JSL.NS,INE220G01021
JSLL,Jeena Sikho Lifecare Limited,NSE,Equity,STOCK,JSLL.NS,INE0J5801029
JSWCEMENT,JSW Cement Limited,NSE,Equity,STOCK,JSWCEMENT.NS,INE718I01012
JSWDULUX,JSW Dulux Limited,NSE,Equity,STOCK,JSWDULUX.NS,INE133A01011
JSWENERGY,JSW Energy Limited,NSE,Equity,STOCK,JSWENERGY.NS,INE121E01018
JSWHL,JSW Holdings Limited,NSE,Equity,STOCK,JSWHL.NS,INE824G01012
JSWINFRA,JSW Infrastructure Limited,NSE,Equity,STOCK,JSWINFRA.NS,INE880J01026
JSWSTEEL,JSW Steel Limited,NSE,Equity,STOCK,JSWSTEEL.NS,INE019A01038
JTEKTINDIA,Jtekt India Limited,NSE,Equity,STOCK,JTEKTINDIA.NS,INE643A01035
JTLIND,JTL INDUSTRIES LIMITED,NSE,Equity,STOCK,JTLIND.NS,INE391J01032
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE,Equity,STOCK,JUBLCPL.NS,INE03CC01015
JUBLFOOD,Jubilant Foodworks Limited,NSE,Equity,STOCK,JUBLFOOD.NS,INE797F01020
JUBLINGREA,Jubilant Ingrevia Limited,NSE,Equity,STOCK,JUBLINGREA.NS,INE0BY001018
JUBLPHARMA,Jubilant Pharmova Limited,NSE,Equity,STOCK,JUBLPHARMA.NS,INE700A01033
JUNIPER,Juniper Hotels Limited,NSE,Equity,STOCK,JUNIPER.NS,INE696F01016
JUSTDIAL,Just Dial Limited,NSE,Equity,STOCK,JUSTDIAL.NS,INE599M01018
JWL,Jupiter Wagons Limited,NSE,Equity,STOCK,JWL.NS,INE209L01016
JYOTHYLAB,Jyothy Labs Limited,NSE,Equity,STOCK,JYOTHYLAB.NS,INE668F01031
JYOTICNC,Jyoti CNC Automation Limited,NSE,Equity,STOCK,JYOTICNC.NS,INE980O01024
JYOTISTRUC,Jyoti Structures Limited,NSE,Equity,STOCK,JYOTISTRUC.NS,INE197A01024
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,Equity,STOCK,KABRAEXTRU.NS,INE900B01029
KAJARIACER,Kajaria Ceramics Limited,NSE,Equity,STOCK,KAJARIACER.NS,INE217B01036
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE,Equity,STOCK,KALAMANDIR.NS,INE438K01021
KALPATARU,Kalpataru Limited,NSE,Equity,STOCK,KALPATARU.NS,INE227J01012
KALYANIFRG,Kalyani Forge Limited,NSE,Equity,STOCK,KALYANIFRG.NS,INE314G01014
KALYANKJIL,Kalyan Jewellers India Limited,NSE,Equity,STOCK,KALYANKJIL.NS,INE303R01014
KAMAHOLD,Kama Holdings Limited,NSE,Equity,STOCK,KAMAHOLD.NS,INE411F01010
KAMATHOTEL,Kamat Hotels (I) Limited,NSE,Equity,STOCK,KAMATHOTEL.NS,INE967C01018
KAMDHENU,Kamdhenu Limited,NSE,Equity,STOCK,KAMDHENU.NS,INE390H01020
KANANIIND,Kanani Industries Limited,NSE,Equity,STOCK,KANANIIND.NS,INE879E01037
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE,Equity,STOCK,KANORICHEM.NS,INE138C01024
KANPRPLA,Kanpur Plastipack Limited,NSE,Equity,STOCK,KANPRPLA.NS,INE694E01014
KANSAINER,Kansai Nerolac Paints Limited,NSE,Equity,STOCK,KANSAINER.NS,INE531A01024
KAPSTON,Kapston Services Limited,NSE,Equity,STOCK,KAPSTON.NS,INE542Z01028
KARMAENG,Karma Energy Limited,NSE,Equity,STOCK,KARMAENG.NS,INE725L01011
KARURVYSYA,Karur Vysya Bank Limited,NSE,Equity,STOCK,KARURVYSYA.NS,INE036D01028
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE,Equity,STOCK,KAUSHALYA.NS,INE234I01028
KAYA,Kaya Limited,NSE,Equity,STOCK,KAYA.NS,INE587G01015
KAYNES,Kaynes Technology India Limited,NSE,Equity,STOCK,KAYNES.NS,INE918Z01012
KCP,KCP Limited,NSE,Equity,STOCK,KCP.NS,INE805C01028
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE,Equity,STOCK,KCPSUGIND.NS,INE790B01024
KDDL,KDDL Limited,NSE,Equity,STOCK,KDDL.NS,INE291D01011
KEC,KEC International Limited,NSE,Equity,STOCK,KEC.NS,INE389H01022
KEEPLEARN,DSJ Keep Learning Limited,NSE,Equity,STOCK,KEEPLEARN.NS,INE055C01020
KEI,KEI Industries Limited,NSE,Equity,STOCK,KEI.NS,INE878B01027
KELLTONTEC,Kellton Tech Solutions Limited,NSE,Equity,STOCK,KELLTONTEC.NS,INE164B01030
KENNAMET,Kennametal India Limited,NSE,Equity,STOCK,KENNAMET.NS,INE717A01029
KERNEX,Kernex Microsystems (India) Limited,NSE,Equity,STOCK,KERNEX.NS,INE202H01019
KESORAMIND,Kesoram Industries Limited,NSE,Equity,STOCK,KESORAMIND.NS,INE087A01019
KEYFINSERV,Keynote Financial Services Limited,NSE,Equity,STOCK,KEYFINSERV.NS,INE681C01015
KFINTECH,Kfin Technologies Limited,NSE,Equity,STOCK,KFINTECH.NS,INE138Y01010
KHADIM,Khadim India Limited,NSE,Equity,STOCK,KHADIM.NS,INE834I01025
KHANDSE,Khandwala Securities Limited,NSE,Equity,STOCK,KHANDSE.NS,INE060B01014
KICL,Kalyani Investment Company Limited,NSE,Equity,STOCK,KICL.NS,INE029L01018
KILITCH,Kilitch Drugs (India) Limited,NSE,Equity,STOCK,KILITCH.NS,INE729D01010
KIMS,Krishna Institute of Medical Sciences Limited,NSE,Equity,STOCK,KIMS.NS,INE967H01025
KINGFA,Kingfa Science & Technology (India) Limited,NSE,Equity,STOCK,KINGFA.NS,INE473D01015
KIOCL,KIOCL Limited,NSE,Equity,STOCK,KIOCL.NS,INE880L01014
KIRANVYPAR,Kiran Vyapar Limited,NSE,Equity,STOCK,KIRANVYPAR.NS,INE555P01013
KIRIINDUS,Kiri Industries Limited,NSE,Equity,STOCK,KIRIINDUS.NS,INE415I01015
KIRLFER,Kirloskar Ferrous Industries Limited,NSE,Equity,STOCK,KIRLFER.NS,INE884B01025
KIRLOSBROS,Kirloskar Brothers Limited,NSE,Equity,STOCK,KIRLOSBROS.NS,INE732A01036
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,Equity,STOCK,KIRLOSENG.NS,INE146L01010
KIRLOSIND,Kirloskar Industries Limited,NSE,Equity,STOCK,KIRLOSIND.NS,INE250A01039
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,Equity,STOCK,KIRLPNU.NS,INE811A01020
KISSHT,OnEMI Technology Solutions Limited,NSE,Equity,STOCK,KISSHT.NS,INE12F801023
KITEX,Kitex Garments Limited,NSE,Equity,STOCK,KITEX.NS,INE602G01020
KKCL,Kewal Kiran Clothing Limited,NSE,Equity,STOCK,KKCL.NS,INE401H01017
KLBRENG-B,Kilburn Engineering Limited,NSE,Equity,STOCK,KLBRENG-B.NS,INE338F01015
KMEW,Knowledge Marine & Engineering Works Limited,NSE,Equity,STOCK,KMEW.NS,INE0CJD01029
KMSUGAR,K.M.Sugar Mills Limited,NSE,Equity,STOCK,KMSUGAR.NS,INE157H01023
KNAGRI,KN Agri Resources Limited,NSE,Equity,STOCK,KNAGRI.NS,INE0KNW01016
KNRCON,KNR Constructions Limited,NSE,Equity,STOCK,KNRCON.NS,INE634I01029
KOHINOOR,Kohinoor Foods Limited,NSE,Equity,STOCK,KOHINOOR.NS,INE080B01012
KOKUYOCMLN,Kokuyo Camlin Limited,NSE,Equity,STOCK,KOKUYOCMLN.NS,INE760A01029
KOLTEPATIL,Kolte - Patil Developers Limited,NSE,Equity,STOCK,KOLTEPATIL.NS,INE094I01018
KOPRAN,Kopran Limited,NSE,Equity,STOCK,KOPRAN.NS,INE082A01010
KOTAKBANK,Kotak Mahindra Bank Limited,NSE,Equity,STOCK,KOTAKBANK.NS,INE237A01036
KOTARISUG,Kothari Sugars And Chemicals Limited,NSE,Equity,STOCK,KOTARISUG.NS,INE419A01022
KOTHARIPET,Kothari Petrochemicals Limited,NSE,Equity,STOCK,KOTHARIPET.NS,INE720A01015
KOTHARIPRO,Kothari Products Limited,NSE,Equity,STOCK,KOTHARIPRO.NS,INE823A01017
KOTIC,Kothari Industrial Corporation Limited,NSE,Equity,STOCK,KOTIC.NS,INE972A01020
KOTYARK,Kotyark Industries Limited,NSE,Equity,STOCK,KOTYARK.NS,INE0J0B01017
KOVAI,Kovai Medical Center & Hospital Limited,NSE,Equity,STOCK,KOVAI.NS,INE177F01017
KPEL,K.P. Energy Limited,NSE,Equity,STOCK,KPEL.NS,INE127T01021
KPIGREEN,KPI Green Energy Limited,NSE,Equity,STOCK,KPIGREEN.NS,INE542W01025
KPIL,Kalpataru Projects International Limited,NSE,Equity,STOCK,KPIL.NS,INE220B01022
KPITTECH,KPIT Technologies Limited,NSE,Equity,STOCK,KPITTECH.NS,INE04I401011
KPL,Kwality Pharmaceuticals Limited,NSE,Equity,STOCK,KPL.NS,INE552U01010
KPRMILL,K.P.R. Mill Limited,NSE,Equity,STOCK,KPRMILL.NS,INE930H01031
KRBL,KRBL Limited,NSE,Equity,STOCK,KRBL.NS,INE001B01026
KRIDHANINF,Kridhan Infra Limited,NSE,Equity,STOCK,KRIDHANINF.NS,INE524L01026
KRISHANA,Krishana Phoschem Limited,NSE,Equity,STOCK,KRISHANA.NS,INE506W01012
KRISHIVAL,Krishival Foods Limited,NSE,Equity,STOCK,KRISHIVAL.NS,INE0GGO01015
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE,Equity,STOCK,KRISHNADEF.NS,INE0J5601015
KRITIKA,Kritika Wires Limited,NSE,Equity,STOCK,KRITIKA.NS,INE00Z501029
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,Equity,STOCK,KRN.NS,INE0Q3J01015
KRONOX,Kronox Lab Sciences Limited,NSE,Equity,STOCK,KRONOX.NS,INE0ATZ01017
KROSS,Kross Limited,NSE,Equity,STOCK,KROSS.NS,INE0O6601022
KRSNAA,Krsnaa Diagnostics Limited,NSE,Equity,STOCK,KRSNAA.NS,INE08LI01020
KRYSTAL,Krystal Integrated Services Limited,NSE,Equity,STOCK,KRYSTAL.NS,INE0QN801017
KSB,Ksb Limited,NSE,Equity,STOCK,KSB.NS,INE999A01023
KSCL,Kaveri Seed Company Limited,NSE,Equity,STOCK,KSCL.NS,INE455I01029
KSHINTL,KSH International Limited,NSE,Equity,STOCK,KSHINTL.NS,INE987S01020
KSL,Kalyani Steels Limited,NSE,Equity,STOCK,KSL.NS,INE907A01026
KSOLVES,Ksolves India Limited,NSE,Equity,STOCK,KSOLVES.NS,INE0D6I01023
KTKBANK,The Karnataka Bank Limited,NSE,Equity,STOCK,KTKBANK.NS,INE614B01018
KUANTUM,Kuantum Papers Limited,NSE,Equity,STOCK,KUANTUM.NS,INE529I01021
KWIL,Kwality Wall's (India) Limited,NSE,Equity,STOCK,KWIL.NS,INE2KCE01013
LAGNAM,Lagnam Spintex Limited,NSE,Equity,STOCK,LAGNAM.NS,INE548Z01017
LAHOTIOV,Lahoti Overseas Limited,NSE,Equity,STOCK,LAHOTIOV.NS,INE515C01023
LAL,Lorenzini Apparels Limited,NSE,Equity,STOCK,LAL.NS,INE740X01023
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE,Equity,STOCK,LALPATHLAB.NS,INE600L01024
LAMBODHARA,Lambodhara Textiles Limited,NSE,Equity,STOCK,LAMBODHARA.NS,INE112F01022
LANDMARK,Landmark Cars Limited,NSE,Equity,STOCK,LANDMARK.NS,INE559R01029
LANDSMILL,Landsmill Green Limited,NSE,Equity,STOCK,LANDSMILL.NS,INE688J01023
LAOPALA,La Opala RG Limited,NSE,Equity,STOCK,LAOPALA.NS,INE059D01020
LATENTVIEW,Latent View Analytics Limited,NSE,Equity,STOCK,LATENTVIEW.NS,INE0I7C01011
LAURUSLABS,Laurus Labs Limited,NSE,Equity,STOCK,LAURUSLABS.NS,INE947Q01028
LAXMIDENTL,Laxmi Dental Limited,NSE,Equity,STOCK,LAXMIDENTL.NS,INE0WO601020
LEMERITE,Le Merite Exports Limited,NSE,Equity,STOCK,LEMERITE.NS,INE0G1L01017
LEMONTREE,Lemon Tree Hotels Limited,NSE,Equity,STOCK,LEMONTREE.NS,INE970X01018
LENSKART,Lenskart Solutions Limited,NSE,Equity,STOCK,LENSKART.NS,INE956O01016
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE,Equity,STOCK,LFIC.NS,INE850E01012
